,id,filename,cluster,distance
35,2ac09593-e1b0-4eeb-a475-4c0a030701a7,Populus_to_Ben_Lomond_9.pdf,"water, county, fork, jordan, utah, district, county, jordan, reservoir, provo",1.7257350922726327
36,0a063cab-467c-48b5-be3d-9a11f2a9d06f,Rebuttal Testimony of Darrell Gerrard.doc,"transmission, substation, transmission, brigham, brigham, transmission, power, electrical, plan, steam",1.3323938664627475
37,d817253d-a53b-4b34-8392-713e29c13376,Proposed_Route_201111_11x17.pdf,"w, r, m, d, o, d, mw, p, w, n",2.1522907705434546
38,c48ebe8b-5f43-4c2f-a063-f7341536c01e,Populus-Terminal.pdf,"transmission, substation, transmission, brigham, brigham, transmission, power, electrical, plan, steam",0.7428657524641162
39,1ac159bf-d8ed-4659-9d2e-cbe681f45e0d,Populus_to_Ben_Lomond_10.pdf,"water, county, fork, jordan, utah, district, county, jordan, reservoir, provo",2.7576838284513117
40,8417d360-4501-428d-9ad6-3c59bd5e38df,Populus_to_Ben_Lomond_13.pdf,"transmission, substation, transmission, brigham, brigham, transmission, power, electrical, plan, steam",1.73798359835082
41,90dbc9fd-6dc5-4d49-8a55-683f21efd356,Populus_to_Ben_Lomond_11.pdf,"water, county, fork, jordan, utah, district, county, jordan, reservoir, provo",1.9960007164672517
42,e67ed7d0-e60e-4172-8acf-03ac62c82fd1,Sample_EPC_Spec.doc,"shall, water, nwa, secondary, pressure, phase, secondary, nwb, piping, cost",0.5412125325815765
43,5ff82fa0-645e-4bb1-98ef-a67b8c107484,SWEP_Final_10Mar.pdf,"transmission, substation, transmission, brigham, brigham, transmission, power, electrical, plan, steam",0.18302621077370945
44,5001d13b-80a2-4d86-93f7-99e8e0ff82bd,Transmission_Network_Diagram.pdf,"w, r, m, d, o, d, mw, p, w, n",2.2327648853386046
45,8ab2a0fe-be32-45d3-95f1-618779f9c06b,VPH_Update_Letter.pdf,"transmission, substation, transmission, brigham, brigham, transmission, power, electrical, plan, steam",1.4861362856382307
46,c2a795dd-9112-4543-a525-a81e145262c1,RMP_GFS_Currant_Creek.pdf,"transmission, substation, transmission, brigham, brigham, transmission, power, electrical, plan, steam",1.2897568286989611
47,b15bc714-c596-435e-ad94-b7e14a806fb2,VantageToPomona-newroute.pdf,"w, r, m, d, o, d, mw, p, w, n",1.0007645800479175
48,c421349d-0d19-4c99-a57c-53fee4f16980,SLEP_Map_DETAIL_HQ.pdf,"transmission, substation, transmission, brigham, brigham, transmission, power, electrical, plan, steam",0.884233551441801
49,e9bd22b4-77cc-4ac0-8ac2-9d52a708bc2b,SWEP_Map_DETAIL_21Mar.pdf,"transmission, substation, transmission, brigham, brigham, transmission, power, electrical, plan, steam",2.377661385389257
50,9aa318f7-9150-446b-b4b9-d6675d689e18,BOS_BWSC_CIP_2018.pdf,"st., sewer, commission, water, boston, sso, total, budget, roxbury, replacement",1.2461541987028648
51,b06f5318-5b84-43af-ae85-84f1d4bfd3ad,BOS_BWSC_WW_SSOERP Final Report.pdf,"st., sewer, commission, water, boston, sso, total, budget, roxbury, replacement",2.230348484501687
